Model,Concept,MP Index,Chunk ID,Score
MiniLM,Atlantic Meridional Mode,4,1802,0.3541344702243805
MiniLM,Atlantic Meridional Mode,4,1772,0.33947229385375977
MiniLM,Atlantic Meridional Mode,5,2059,0.3355031907558441
MiniLM,Atlantic Meridional Overturning Circulation,4,1773,0.45154833793640137
MiniLM,Atlantic Meridional Overturning Circulation,4,1772,0.4384811222553253
MiniLM,Atlantic Meridional Overturning Circulation,4,1769,0.4336687922477722
MiniLM,Atlantic Meridional Overturning Circulation,4,1775,0.41208142042160034
MiniLM,Atlantic Meridional Overturning Circulation,4,1768,0.4096418619155884
MiniLM,Atlantic Multi-decadal Oscillation,4,1768,0.3348236382007599
MiniLM,Atlantic Multi-decadal Oscillation,4,1769,0.31701409816741943
MiniLM,Atlantic Multi-decadal Oscillation,4,1767,0.31543272733688354
MiniLM,Atlantic Multi-decadal Oscillation,4,1772,0.3133377730846405
MiniLM,Atlantic Multi-decadal Oscillation,4,1773,0.3118983209133148
MiniLM,Atlantic Multi-decadal Variability,4,1768,0.4578646123409271
MiniLM,Atlantic Multi-decadal Variability,4,1769,0.43234875798225403
MiniLM,Atlantic Multi-decadal Variability,4,1767,0.416402131319046
MiniLM,Atlantic Multi-decadal Variability,4,1772,0.40901002287864685
MiniLM,Atlantic Multi-decadal Variability,4,1773,0.3907957375049591
MiniLM,Atlantic Zonal Mode,4,1846,0.3216991126537323
MiniLM,Atlantic Zonal Mode,4,1771,0.3068164885044098
MiniLM,Atlantic Zonal Mode,4,1760,0.30049988627433777
MiniLM,Atlantic Zonal Mode,4,1768,0.29542651772499084
MiniLM,Atlantic Zonal Mode,4,1769,0.2951740324497223
MiniLM,atmospheric rivers,5,2074,0.3586682975292206
MiniLM,atmospheric rivers,5,2073,0.3372610807418823
MiniLM,atmospheric rivers,5,2062,0.3345170021057129
MiniLM,atmospheric rivers,3,1659,0.3343949019908905
MiniLM,atmospheric rivers,5,2085,0.3313588500022888
MiniLM,Australian and Maritime Continent monsoon,2,1016,0.3335036039352417
MiniLM,autonomous adaptation,4,1774,0.559284508228302
MiniLM,autonomous adaptation,9,2484,0.5056896805763245
MiniLM,autonomous adaptation,4,1707,0.456153929233551
MiniLM,autonomous adaptation,9,2481,0.4544982314109802
MiniLM,autonomous adaptation,4,1815,0.4521636366844177
MiniLM,autotrophic respiration,3,1664,0.28809723258018494
MiniLM,"Avoid, Shift, Improve",4,1773,0.4682319760322571
MiniLM,"Avoid, Shift, Improve",4,1774,0.4573049247264862
MiniLM,"Avoid, Shift, Improve",4,1707,0.4396284818649292
MiniLM,"Avoid, Shift, Improve",4,1775,0.43039557337760925
MiniLM,"Avoid, Shift, Improve",5,2077,0.42478668689727783
MiniLM,baseline/reference,10,2594,0.3316527009010315
MiniLM,baseline/reference,5,2042,0.3176158368587494
MiniLM,baseline/reference,6,2203,0.31569424271583557
MiniLM,baseline/reference,1,759,0.3134463131427765
MiniLM,baseline/reference,1,917,0.310929536819458
MiniLM,baseline scenario,5,2042,0.34459438920021057
MiniLM,baseline scenario,10,2594,0.31767547130584717
MiniLM,behavioural change,4,1774,0.5253292918205261
MiniLM,behavioural change,9,2484,0.4661417305469513
MiniLM,behavioural change,5,2077,0.4392329752445221
MiniLM,behavioural change,4,1815,0.42632022500038147
MiniLM,behavioural change,4,1707,0.419401079416275
MiniLM,benthic,4,1847,0.3752901256084442
MiniLM,benthic,4,1783,0.37069520354270935
MiniLM,benthic,5,2073,0.36749735474586487
MiniLM,benthic,3,1655,0.3569487929344177
MiniLM,benthic,4,1824,0.3565581142902374
MiniLM,benthos,0,524,0.4234505295753479
MiniLM,benthos,4,1783,0.3944994807243347
MiniLM,benthos,0,397,0.39442792534828186
MiniLM,benthos,0,534,0.3919076919555664
MiniLM,benthos,2,1103,0.380387544631958
MiniLM,beta diversity,9,2472,0.3524875342845917
MiniLM,beta diversity,0,115,0.3401224911212921
MiniLM,beta diversity,4,1765,0.33589160442352295
MiniLM,beta diversity,0,244,0.3290327489376068
MiniLM,beta diversity,0,143,0.3270847797393799
MiniLM,biochar,3,1664,0.3822881579399109
MiniLM,biochar,9,2478,0.3080563545227051
MiniLM,biochemical oxygen demand,5,2074,0.3211901783943176
MiniLM,biodiversity,4,1790,0.3869078457355499
MiniLM,biodiversity,4,1703,0.3560430407524109
MiniLM,biodiversity,0,125,0.3527423143386841
MiniLM,biodiversity,4,1704,0.35084763169288635
MiniLM,biodiversity,4,1853,0.3339684307575226
MiniLM,biodiversity hotspots,7,2238,0.4916062653064728
MiniLM,biodiversity hotspots,0,117,0.4516615867614746
MiniLM,biodiversity hotspots,4,1794,0.4440958499908447
MiniLM,biodiversity hotspots,4,1781,0.444033145904541
MiniLM,biodiversity hotspots,4,1853,0.437743216753006
MiniLM,bioenergy,3,1664,0.48840123414993286
MiniLM,bioenergy,9,2478,0.33463120460510254
MiniLM,bioenergy,9,2441,0.32450538873672485
MiniLM,bioenergy,0,501,0.30983084440231323
MiniLM,bioenergy,9,2477,0.2956105172634125
MiniLM,bioenergy with carbon dioxide capture and storage,4,1700,0.39202672243118286
MiniLM,bioenergy with carbon dioxide capture and storage,4,1775,0.35030198097229004
MiniLM,bioenergy with carbon dioxide capture and storage,4,1720,0.34814053773880005
MiniLM,bioenergy with carbon dioxide capture and storage,4,1707,0.34796738624572754
MiniLM,bioenergy with carbon dioxide capture and storage,4,1812,0.3357529640197754
